# HER starting MIO compatibility audit

MISMATCH	history/countries/ENG - Britain.txt	create_equipment_variant	Light Tank Mk. II	light_tank_chassis_1	ENG_vickers_armstrong_eng_organization	ALLOWED=['light_tank_chassis_3', 'light_tank_destroyer_chassis_3', 'medium_tank_chassis_1', 'medium_tank_chassis_2', 'medium_tank_chassis_3', 'medium_tank_destroyer_chassis_2', 'modern_tank_chassis']
MISMATCH	history/countries/ENG - Britain.txt	create_equipment_variant	Light Tank Mk. III	light_tank_chassis_1	ENG_vickers_armstrong_eng_organization	ALLOWED=['light_tank_chassis_3', 'light_tank_destroyer_chassis_3', 'medium_tank_chassis_1', 'medium_tank_chassis_2', 'medium_tank_chassis_3', 'medium_tank_destroyer_chassis_2', 'modern_tank_chassis']
MISMATCH	history/countries/ENG - Britain.txt	create_equipment_variant	Medium Mk. II	medium_tank_chassis_0	ENG_vickers_armstrong_eng_organization	ALLOWED=['light_tank_chassis_3', 'light_tank_destroyer_chassis_3', 'medium_tank_chassis_1', 'medium_tank_chassis_2', 'medium_tank_chassis_3', 'medium_tank_destroyer_chassis_2', 'modern_tank_chassis']
MISMATCH	history/countries/ENG - Britain.txt	create_equipment_variant	Bristol Bulldog	small_plane_airframe_0	ENG_bristol_organization	ALLOWED=['medium_plane_airframe_1', 'medium_plane_fighter_airframe_1', 'medium_plane_naval_bomber_airframe_1']
OK	history/countries/ENG - Britain.txt	create_equipment_variant	Gloster Gauntlet	small_plane_airframe_0	ENG_gloster_organization	ALLOWED=['small_plane_airframe_0', 'small_plane_airframe_4']
MISMATCH	history/countries/ENG - Britain.txt	create_equipment_variant	Hawker Fury	small_plane_airframe_0	ENG_hawker_organization	ALLOWED=['small_plane_airframe_1', 'small_plane_airframe_2', 'small_plane_airframe_3']
MISMATCH	history/countries/ENG - Britain.txt	create_equipment_variant	Hawker Demon	small_plane_airframe_0	ENG_hawker_organization	ALLOWED=['small_plane_airframe_1', 'small_plane_airframe_2', 'small_plane_airframe_3']
MISMATCH	history/countries/ENG - Britain.txt	create_equipment_variant	Hawker Nimrod	cv_small_plane_airframe_0	ENG_hawker_organization	ALLOWED=['small_plane_airframe_1', 'small_plane_airframe_2', 'small_plane_airframe_3']
OK	history/countries/ENG - Britain.txt	create_equipment_variant	Gloster Gladiator	small_plane_airframe_0	ENG_gloster_organization	ALLOWED=['small_plane_airframe_0', 'small_plane_airframe_4']
MISMATCH	history/countries/ENG - Britain.txt	create_equipment_variant	Fairey Gordon	small_plane_cas_airframe_0	ENG_fairey_aviation_organization	ALLOWED=['cv_small_plane_airframe_1', 'cv_small_plane_airframe_2', 'cv_small_plane_naval_bomber_airframe_1', 'cv_small_plane_naval_bomber_airframe_2', 'cv_small_plane_naval_bomber_airframe_3']
MISMATCH	history/countries/ENG - Britain.txt	create_equipment_variant	Vickers Vildebeest	small_plane_naval_bomber_airframe_0	ENG_fairey_aviation_organization	ALLOWED=['cv_small_plane_airframe_1', 'cv_small_plane_airframe_2', 'cv_small_plane_naval_bomber_airframe_1', 'cv_small_plane_naval_bomber_airframe_2', 'cv_small_plane_naval_bomber_airframe_3']
MISMATCH	history/countries/ENG - Britain.txt	create_equipment_variant	Fairey Swordfish	cv_small_plane_naval_bomber_airframe_0	ENG_fairey_aviation_organization	ALLOWED=['cv_small_plane_airframe_1', 'cv_small_plane_airframe_2', 'cv_small_plane_naval_bomber_airframe_1', 'cv_small_plane_naval_bomber_airframe_2', 'cv_small_plane_naval_bomber_airframe_3']
MISMATCH	history/countries/ENG - Britain.txt	create_equipment_variant	Handley Page Heyford	medium_plane_airframe_0	ENG_de_havilland_organization	ALLOWED=['medium_plane_airframe_2', 'medium_plane_cas_airframe_2', 'medium_plane_fighter_airframe_2', 'medium_plane_fighter_airframe_3']
OK	history/countries/ENG - Britain.txt	create_equipment_variant	Bristol Blenheim	medium_plane_airframe_1	ENG_bristol_organization	ALLOWED=['medium_plane_airframe_1', 'medium_plane_fighter_airframe_1', 'medium_plane_naval_bomber_airframe_1']
MISMATCH	history/countries/ENG - Britain.txt	create_equipment_variant	Vickers Wellington	medium_plane_airframe_1	ENG_vickers_armstrong_eng_organization	ALLOWED=['light_tank_chassis_3', 'light_tank_destroyer_chassis_3', 'medium_tank_chassis_1', 'medium_tank_chassis_2', 'medium_tank_chassis_3', 'medium_tank_destroyer_chassis_2', 'modern_tank_chassis']
MISMATCH	history/countries/FRA - France.txt	create_equipment_variant	Renault FT (HMG)	light_tank_chassis_0	FRA_renault_organization	ALLOWED=['heavy_tank_chassis_1', 'heavy_tank_chassis_3', 'light_tank_chassis_2']
MISMATCH	history/countries/FRA - France.txt	create_equipment_variant	Renault FT (SC)	light_tank_chassis_0	FRA_renault_organization	ALLOWED=['heavy_tank_chassis_1', 'heavy_tank_chassis_3', 'light_tank_chassis_2']
MISMATCH	history/countries/FRA - France.txt	create_equipment_variant	Renault R35	light_tank_chassis_0	FRA_renault_organization	ALLOWED=['heavy_tank_chassis_1', 'heavy_tank_chassis_3', 'light_tank_chassis_2']
MISMATCH	history/countries/FRA - France.txt	create_equipment_variant	Char B1	heavy_tank_chassis_0	FRA_renault_organization	ALLOWED=['heavy_tank_chassis_1', 'heavy_tank_chassis_3', 'light_tank_chassis_2']
MISMATCH	history/countries/FRA - France.txt	create_equipment_variant	SOUMUA S35	medium_tank_chassis_0	FRA_somua_organization	ALLOWED=['medium_tank_chassis_1', 'medium_tank_chassis_2']
MISMATCH	history/countries/FRA - France.txt	create_equipment_variant	D.500/501	small_plane_airframe_0	FRA_dewoitine_organization	ALLOWED=['small_plane_airframe_1', 'small_plane_airframe_2']
MISMATCH	history/countries/FRA - France.txt	create_equipment_variant	D.510	small_plane_airframe_0	FRA_dewoitine_organization	ALLOWED=['small_plane_airframe_1', 'small_plane_airframe_2']
MISMATCH	history/countries/FRA - France.txt	create_equipment_variant	D.371	cv_small_plane_airframe_0	FRA_dewoitine_organization	ALLOWED=['small_plane_airframe_1', 'small_plane_airframe_2']
OK	history/countries/GER - Germany.txt	create_equipment_variant	Panzer II	light_tank_chassis_2	GER_man_organization	ALLOWED=['light_tank_chassis_2', 'light_tank_chassis_3', 'medium_tank_chassis_3', 'medium_tank_destroyer_chassis_3']
MISMATCH	history/countries/GER - Germany.txt	create_equipment_variant	Ju 86	medium_plane_airframe_0	GER_junkers_organization	ALLOWED=['medium_plane_airframe_2', 'medium_plane_airframe_3', 'medium_plane_fighter_airframe_2', 'medium_plane_fighter_airframe_3', 'small_plane_cas_airframe_1', 'small_plane_cas_airframe_2', 'transport_plane_equipment']
OK	history/countries/GER - Germany.txt	create_equipment_variant	He 111	medium_plane_airframe_1	GER_heinkel_organization	ALLOWED=['large_plane_airframe_2', 'medium_plane_airframe_1']
MISMATCH	history/countries/GER - Germany.txt	create_equipment_variant	He 51	small_plane_airframe_0	GER_heinkel_organization	ALLOWED=['large_plane_airframe_2', 'medium_plane_airframe_1']
MISMATCH	history/countries/GER - Germany.txt	create_equipment_variant	He 45	small_plane_airframe_0	GER_heinkel_organization	ALLOWED=['large_plane_airframe_2', 'medium_plane_airframe_1']
OK	history/countries/GER - Germany.txt	create_equipment_variant	Bf 109E	small_plane_airframe_1	GER_messerschmitt_organization	ALLOWED=['medium_plane_fighter_airframe_1', 'medium_plane_fighter_airframe_2', 'medium_plane_fighter_airframe_3', 'small_plane_airframe_1', 'small_plane_airframe_2', 'small_plane_airframe_3', 'small_plane_airframe_4']
