# HER final starting MIO compatibility audit v2

OK	history/countries/ENG - Britain.txt	Gloster Gauntlet	small_plane_airframe_0	ENG_gloster_organization	['small_plane_airframe_0', 'small_plane_airframe_4']	['small_plane_airframe_0']
OK	history/countries/ENG - Britain.txt	Gloster Gladiator	small_plane_airframe_0	ENG_gloster_organization	['small_plane_airframe_0', 'small_plane_airframe_4']	['small_plane_airframe_0']
OK	history/countries/ENG - Britain.txt	Bristol Blenheim	medium_plane_airframe_1	ENG_bristol_organization	['medium_plane_airframe_1', 'medium_plane_fighter_airframe_1', 'medium_plane_naval_bomber_airframe_1']	['medium_plane_airframe_1']
OK	history/countries/FRA - France.txt	SOUMUA S35	medium_tank_chassis_1	FRA_somua_organization	['medium_tank_chassis_1', 'medium_tank_chassis_2']	['medium_tank_chassis_1']
OK	history/countries/GER - Germany.txt	Panzer II	light_tank_chassis_2	GER_man_organization	['light_tank_chassis_2', 'light_tank_chassis_3', 'medium_tank_chassis_3', 'medium_tank_destroyer_chassis_3']	['light_tank_chassis_2']
OK	history/countries/GER - Germany.txt	He 111	medium_plane_airframe_1	GER_heinkel_organization	['large_plane_airframe_2', 'medium_plane_airframe_1']	['medium_plane_airframe_1']
OK	history/countries/GER - Germany.txt	Bf 109E	small_plane_airframe_1	GER_messerschmitt_organization	['medium_plane_fighter_airframe_1', 'medium_plane_fighter_airframe_2', 'medium_plane_fighter_airframe_3', 'small_plane_airframe_1', 'small_plane_airframe_2', 'small_plane_airframe_3', 'small_plane_airframe_4']	['small_plane_airframe_1']
OK	history/countries/GER - Germany.txt	Ju 87	small_plane_cas_airframe_1	GER_junkers_organization	['medium_plane_airframe_2', 'medium_plane_airframe_3', 'medium_plane_fighter_airframe_2', 'medium_plane_fighter_airframe_3', 'small_plane_cas_airframe_1', 'small_plane_cas_airframe_2', 'transport_plane_equipment']	['small_plane_cas_airframe_1']
OK	history/countries/JAP - Japan.txt	Type 95 Ha-Go	light_tank_chassis_1	JAP_mitsubishi_organization	['cv_small_plane_airframe', 'large_plane_airframe_1', 'light_tank_amphibious_chassis_1', 'light_tank_chassis_1', 'light_tank_chassis_2', 'medium_plane_airframe_1', 'medium_plane_airframe_3', 'medium_plane_scout_plane_airframe_1', 'medium_tank_chassis', 'medium_tank_destroyer_chassis', 'small_plane_cas_airframe_2', 'small_plane_naval_bomber_airframe_1', 'small_plane_naval_bomber_airframe_2', 'transport_plane_equipment']	['light_tank_chassis_1']
OK	history/countries/SOV - Soviet union.txt	I-5	small_plane_airframe_0	SOV_polikarpov_organization	['small_plane_airframe_0', 'small_plane_airframe_1', 'small_plane_airframe_2']	['small_plane_airframe_0']
OK	history/countries/SOV - Soviet union.txt	I-15	small_plane_airframe_0	SOV_polikarpov_organization	['small_plane_airframe_0', 'small_plane_airframe_1', 'small_plane_airframe_2']	['small_plane_airframe_0']
OK	history/countries/SOV - Soviet union.txt	I-16	small_plane_airframe_1	SOV_polikarpov_organization	['small_plane_airframe_0', 'small_plane_airframe_1', 'small_plane_airframe_2']	['small_plane_airframe_1']
OK	history/countries/USA - USA.txt	P-36	small_plane_airframe_1	USA_curtiss_organization	['small_plane_airframe_1', 'small_plane_airframe_2']	['small_plane_airframe_1']
OK	history/units/00_ENG_vnr_naval.txt	Ark Royal Class	vnr_ship_hull_carrier_1	ENG_harland_wolff_organization	['ship_hull_carrier', 'ship_hull_cruiser', 'ship_hull_light']	['capital_ship', 'carrier', 'mio_cat_eq_all_carrier', 'ship_hull_carrier', 'ship_hull_carrier_1', 'vnr_ship_hull_carrier_1']
OK	history/units/00_ENG_vnr_naval.txt	Leander Class	vnr_ship_hull_cruiser_3	ENG_harland_wolff_organization	['ship_hull_carrier', 'ship_hull_cruiser', 'ship_hull_light']	['mio_cat_eq_all_cruiser', 'ship_hull_cruiser', 'ship_hull_cruiser_3', 'vnr_ship_hull_cruiser_3']
OK	history/units/00_ENG_vnr_naval.txt	Leander Class	vnr_ship_hull_cruiser_3	ENG_harland_wolff_organization	['ship_hull_carrier', 'ship_hull_cruiser', 'ship_hull_light']	['mio_cat_eq_all_cruiser', 'ship_hull_cruiser', 'ship_hull_cruiser_3', 'vnr_ship_hull_cruiser_3']
